"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","LeadSource","Name","NextStep","Pricebook2Id","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
01fded87-800b-4d3a-843e-0c0d1e710d48,4c2ae81f-fce9-4aa7-b80c-61e8b5e944f4,72395.0,2022-01-28,"#N/A","#N/A",Omitted,"#N/A",Viva - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
02208f00-d67d-4d75-9cdc-d0d334a81f69,a800a27b-4dc5-4f6a-ae0a-6a584c510a80,72395.0,2022-03-23,"#N/A","#N/A",Pipeline,"#N/A",Quimm - SOW 1,"#N/A","#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
0258465c-376d-43f9-9d46-1ce0d408e995,123dd3f4-2ef5-452e-9a60-fc9e9103f0ca,75000.0,2022-08-17,"#N/A","#N/A",Pipeline,"#N/A",Kayveo - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
02ead927-bd04-4db7-9fe2-9ed82ab3e01f,464ec89d-6b8b-4626-bb69-8db6d43f1047,75000.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Zoombox - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
03052a37-4b1c-40eb-b6f3-d7b41802520f,408eb422-9660-40ba-be56-7dc56d66f4e9,72395.0,2022-01-28,"#N/A","#N/A",Omitted,"#N/A",Fatz - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
03138473-c466-415b-b105-41f84ae87c27,d875e8eb-68a3-4bf7-b1b3-0d3b9fb41c70,32395.00000002,2022-01-06,"#N/A","#N/A",Closed,"#N/A",Dazzlesphere - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
032acfc1-d510-4340-838c-cd64f99a884e,aeac96fe-a6a0-4b4c-921f-558817b7ff0f,32395.00000002,2022-01-06,"#N/A","#N/A",Closed,"#N/A",Meembee - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0359ab75-958d-44b7-9192-1b86ea0c3a20,19904bf9-b458-4653-8578-588a72850cd7,32395.00000002,2022-08-11,"#N/A","#N/A",Closed,"#N/A",Babbleopia - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
035ab783-db10-4970-89c5-dd1b3d7a9baf,3673f34f-01a5-4012-8a98-151e128be21f,11250.0,2022-03-22,"#N/A","#N/A",Pipeline,"#N/A",Skaboo - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
035fa58d-2a96-4a1a-9f22-7fddc75eb7dd,fcac6c72-c753-404f-a9e7-72049eda3704,32395.00000002,2022-01-06,"#N/A","#N/A",Closed,"#N/A",Voolia - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0366ca3b-cf49-43d5-abdb-821c39995384,847f47fb-d0a3-4f67-adc6-d903c745ea7d,72395.0,2020-09-08,"#N/A","#N/A",Closed,"#N/A",Twitterwire - Additional Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0377bccd-4059-49b8-ba0b-d17f7941c616,06b8c27c-4ebf-40d8-9e98-5dead197c804,32395.00000002,2022-01-06,"#N/A","#N/A",Closed,"#N/A",Yodel - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
039db623-9a95-4cdb-bf94-032346f0347a,b6839826-94bd-4cea-a9bd-4eabe82b969f,100082.0,2022-10-17,"#N/A","#N/A",Pipeline,"#N/A",Dazzlesphere - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
03e7f09b-a24e-4069-8194-25b7efe0c825,1fa79d58-755e-4015-a852-2a87d67a71f9,32395.00000002,2022-06-13,"#N/A","#N/A",Closed,"#N/A",Realbridge - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
04522274-1ad9-48a8-aa6f-d579544c74e0,4c2ae81f-fce9-4aa7-b80c-61e8b5e944f4,11550.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Viva - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0491788a-e97a-49ab-b7ea-2c14f2bdcc47,2bcbc910-ee04-43bd-84a0-7c7461572b6c,32395.00000002,2022-01-06,"#N/A","#N/A",Closed,"#N/A",Zoomlounge - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
04dcea55-9447-4045-ab5f-1976bddc79fd,f5c54b07-b3c9-4fd1-bcc8-8346bbe8fbb5,75000.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Mynte - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0517eae8-e111-4f9d-b8e6-b6ab3aa98095,27c461d6-3602-4fb9-9d8d-9b8e0949e3d8,100082.0,2022-10-17,"#N/A","#N/A",Pipeline,"#N/A",Topdrive - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
05308e95-9dce-4d1a-83b8-a47d3b550e2d,672fab93-8cc6-408b-b051-dd118f1d29f4,100082.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Eazzy - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0543f98f-6ca1-4a52-9972-4b9762f12272,3b5353d7-1c1e-4556-80df-4c57beac83f5,18350.0,2022-03-22,"#N/A","#N/A",Pipeline,"#N/A",Shufflester - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
05bb3016-a65f-4f87-9723-710d8ee98086,69a65eb6-bd69-4feb-a0a3-b94786b5bb92,32395.00000002,2022-01-06,"#N/A","#N/A",Closed,"#N/A",Fiveclub - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
05d74e4e-a9e1-47b4-9d94-2b3d9ae4e467,54f9cefe-8b86-4a4a-b067-06ee94324e9a,29995.0,2021-09-12,"#N/A","#N/A",Closed,"#N/A",Topicblabh-Sto Associates - Additional Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
061c4eec-9200-4926-93d9-0f06aadd03d6,696c560c-bc44-4570-a5f1-0949e3848904,29995.0,2022-03-31,"#N/A","#N/A",Closed,"#N/A",Voolith - Additional Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
064516e4-42ff-4d0b-a513-faf214235771,9c99a6ba-dd0d-4bf5-9889-e12b3c46e0ae,72395.0,2022-01-28,"#N/A","#N/A",Omitted,"#N/A",Yodel - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
06512bd6-54d9-4b10-8a50-ac9373b3beb0,3b5353d7-1c1e-4556-80df-4c57beac83f5,100082.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Shufflester - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0674c174-86e1-4351-91de-8882c712c3b7,d49ca7b1-4e70-47ca-b3e4-b13b1dca42fe,18350.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Trunyx - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0695182a-68e0-42f8-9609-f6ebfddba5cc,fcb9c65f-2e13-4522-99dd-332aef3f4928,34350.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Kamba - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
06b53516-f8a3-4e66-98ef-f4a255607f6f,204dbd73-cca0-4547-a5e6-658d99b1cc7e,100082.0,2022-09-02,"#N/A","#N/A",Pipeline,"#N/A",Jaxworks - Upsell,"#N/A","#N/A",70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
06b8852a-5356-4a09-8343-02988a76a644,fecefd16-da89-48dc-ad85-7483fbc8ac9b,72395.0,2021-09-09,"#N/A","#N/A",Closed,"#N/A",Tagopia - Additional Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
06dc2588-dac7-439f-9933-ee358b407ffb,9ad3c3bc-0e18-4bb7-a207-292fa7c41c33,72395.0,2020-09-08,"#N/A","#N/A",Closed,"#N/A",Edgepulse - Additional Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
075bcedc-346d-4683-908e-3636fd113625,ca8724bc-999d-409f-826f-1d9c24c81e01,75000.0,2022-10-17,"#N/A","#N/A",Pipeline,"#N/A",Jaxspan - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
078fb15e-d269-44f2-9914-06e96ad5a87a,80b170e3-bfb0-4bd4-97ad-c79f55928c0a,100082.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Uidoo - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
079329ec-4c6f-416b-972f-822ad1300b21,4c2ae81f-fce9-4aa7-b80c-61e8b5e944f4,32395.00000002,2022-06-13,"#N/A","#N/A",Closed,"#N/A",Viva - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
07cdf526-753c-4767-afe7-926d6765c8c3,e827e82c-05d9-414f-a57d-6119af2ed692,100082.0,2022-10-17,"#N/A","#N/A",Pipeline,"#N/A",Vipe - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
07eca5a7-b8a8-445e-b6da-a50949d7d2e3,37015a63-08d7-439c-b006-03195b8f99ad,11250.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Yozio - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
07f1de78-96cd-41d4-a5e3-70d8dd96146a,85516b53-29bd-45ff-8313-3a91341700c1,32395.00000002,2022-06-13,"#N/A","#N/A",Closed,"#N/A",Gabcube - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
08023031-4753-42c3-966d-9a5f5acab140,adb70696-5eb6-4a3b-ae32-1faebde2b1bf,32395.00000002,2022-03-06,"#N/A","#N/A",Closed,"#N/A",Eadel - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
086e22ce-ee08-4ef1-9d4c-e32677cbf50e,45429c8b-a9e3-4fb1-9ac4-7a7757fa5f84,32395.00000002,2022-03-06,"#N/A","#N/A",Closed,"#N/A",Rhynyx - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
08727e3a-1656-467a-b9a8-b7ce8330bb4a,3b5353d7-1c1e-4556-80df-4c57beac83f5,73995.0,2022-03-14,"#N/A","#N/A",Pipeline,"#N/A",Shufflester - Initial Sale,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
089a1ef0-f147-45b5-87dc-7b508881e99e,1614f776-8303-4f05-ae5e-0243f84b03eb,11250.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Skaboo - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
08c75045-a162-4d4c-9462-6bcf664af4ad,6d1c4763-8e36-4c57-8e3f-8350dcc75ee7,34995.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Yakitrit-Germain Hospital - Additional Sale,"#N/A","#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
08e25d71-3552-4ef4-aa7a-a271d6212343,b2976cc3-340e-4771-8637-a54bd0e9275a,11250.0,2022-03-22,"#N/A","#N/A",Pipeline,"#N/A",Browsecat - Cross-sell-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
08eb9449-1d10-42ae-b530-6389ad33388d,2dda2c69-d300-4249-8cbb-ee48d00b391a,100082.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Digitube - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
08f13121-8d5c-475e-80de-187c35366e78,afa0c266-84b6-43aa-9151-37f6ac320f44,75000.0,2022-10-17,"#N/A","#N/A",Pipeline,"#N/A",Plambee - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0908488f-0527-4a77-82e0-eea5410e2953,58b69db4-7338-44c8-8b03-eb75041fa3e0,18050.0,2022-03-22,"#N/A","#N/A",Pipeline,"#N/A",Yakitrit-Germain Hospital - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
093c2def-5a6b-4d5c-8e16-6e11fdd48e65,e4d72032-b714-4b93-b4da-12e7c08dc8ec,18050.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Browseblabc-Morales Corp. - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0a30f2a9-91c6-4731-8bae-d6c19af8fcab,98139337-869d-494e-ac24-721239d4dab1,72395.0,2020-08-11,"#N/A","#N/A",Closed,"#N/A",Livefish - Additional Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0a5959f6-653f-4826-9c1e-d6985768b034,5a00ff55-575f-4568-a713-81512779950c,18350.0,2022-08-27,"#N/A","#N/A",Pipeline,"#N/A",Thoughtmix - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0a7f89a1-0d56-49a6-b7a1-62e2a78fe096,9ad3c3bc-0e18-4bb7-a207-292fa7c41c33,72395.0,2021-12-06,"#N/A","#N/A",Pipeline,"#N/A",Edgepulse - Additional Sale,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0a9d1a8c-37e7-49d5-99d0-cab9cf3dcf35,15f41c0b-cbc0-43db-b6ce-dd827efb502d,11550.0,2022-03-07,"#N/A","#N/A",Pipeline,"#N/A",Kimia - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0aa9da30-b228-4037-9bd5-3c5f4fe89870,139c657e-ff52-4e73-96fd-3a7591be0e5c,75000.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Babbleopia - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0af286ec-71ba-41f2-b0bf-8c774b14849c,d14a9e54-d45c-43e4-bb32-b271750b0c7d,72395.0,2022-01-28,"#N/A","#N/A",Omitted,"#N/A",Photolist - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0b428274-1d75-474c-a208-c88837e4a80e,fa64bb3d-88df-4bf0-aee7-500fc33b36eb,75000.0,2022-10-17,"#N/A","#N/A",Pipeline,"#N/A",Agimba - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0b460fc6-3dbf-44ba-a349-4f01b66379b0,696c560c-bc44-4570-a5f1-0949e3848904,32395.00000002,2022-04-28,"#N/A","#N/A",Closed,"#N/A",Voolith - Secondary Sale,"#N/A","#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0b4ea815-af9c-4614-ae3c-9d0a1a0e6a75,06b8c27c-4ebf-40d8-9e98-5dead197c804,34350.0,2022-02-05,"#N/A","#N/A",Pipeline,"#N/A",Yodel - Cross-sell,"#N/A","#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0b785f5a-73e4-4677-8d40-a4c9e5ce9589,499c8fc2-1223-440d-a66d-15d6ffb6707a,73995.0,2022-08-19,"#N/A","#N/A",Pipeline,"#N/A",Lazzy - Initial Sale,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0b7d62ac-2397-4d98-bb1b-44118c0276ea,15f41c0b-cbc0-43db-b6ce-dd827efb502d,72395.0,2021-08-08,"#N/A","#N/A",Omitted,"#N/A",Kimia - Initial Sale,"#N/A","#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0b9a5959-800f-4e5d-8c13-39c4abbabd02,2bcbc910-ee04-43bd-84a0-7c7461572b6c,75000.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Zoomlounge - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0bc3349e-c151-4832-8931-61d12d163fc9,a800a27b-4dc5-4f6a-ae0a-6a584c510a80,72395.0,2022-03-08,"#N/A","#N/A",Pipeline,"#N/A",Quimm - SOW 2,"#N/A","#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
0c048d7a-fe1d-4c32-8879-5880391762d8,d8c00490-103a-4307-8608-59798780ca73,34995.0,2021-11-25,"#N/A","#N/A",Pipeline,"#N/A",Skyba - Additional Sale,"#N/A","#N/A",60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
0c3b66e6-ea55-4589-8648-edf1a626c53d,3597d20a-4fd3-49df-90d9-91c64f70a677,100082.0,2022-10-17,"#N/A","#N/A",Pipeline,"#N/A",Jetpulse - Upsell,"#N/A","#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
